,NVDA,GOOGL,GOOG,AAPL,MSFT,AMZN,AVGO,META,TSLA,WMT,BRK-B,LLY,JPM,MU,XOM,V,AMD,INTC,JNJ,ORCL,COST,MA,CAT,CVX,BAC,CSCO,NFLX,ABBV,LRCX,KO,PG,UNH,AMAT,PLTR,HD,GE,MS,GEV,GS,MRK,PM,TXN,WFC,RTX,LIN,KLAC,C,AXP,IBM,ANET,PEP,TMUS,SNDK,MCD,NEE,VZ,ADI,QCOM,T,DIS,AMGN,BA,TMO,STX,TJX,BLK,APH,GILD,APP,SCHW,WDC,ISRG,ETN,UNP,DE,CRM,ABT,WELL,BX,PFE
2022-02-07,217.22949806949805,228.8788416988417,70.4219691119691,101.23220077220077,94.13741312741314,833.3845173745174,398.4889189189189,18.0892277992278,174.49208494208494,111.09544401544402,206.27474903474902,400.09640926640924,891.4823938223938,302.27764478764476,97.84853281853282,283.692277992278,202.9307722007722,185.86359073359074,49.75281853281854,247.72220077220078,291.81903474903476,586.5355212355213,632.4581467181467,202.95061776061777,141.85606177606178,126.5749806949807,646.4393436293436,83.02389961389962,255.45204633204634,243.03864864864866,530.3031274131274,544.7705405405405,802.0384555984556,349.0833976833977,349.8077606177606,191.7775675675676,335.29073359073357,186.59787644787647,131.30814671814673,88.91803088803088,871.1109266409267,649.3864092664094,1103.8695752895753,733.4621235521236,201.68050193050195,535.006525096525,129.41289575289574,77.61598455598455,162.55498069498069,179.57254826254825,647.46138996139,816.0593436293436,267.28000000000003,644.6929343629345,168.2308108108108,148.03795366795367,864.3336679536679,540.1366023166023,305.41324324324324,499.9493436293436,106.12413127413127,1186.8240154440155,300.31293436293436,291.38243243243244,635.6135907335907,82.23007722007722,162.5649034749035,210.6010810810811,301.9204247104247,727.6572972972973,911.6752509652509,55.04166023166023,2642.3866795366794,361.6158687258687,59.030617760617766,105.48907335907336,48.07586872586873,138.53193050193053,107.94,107.2454054054054
2022-02-08,225.73249111969113,236.2771227799228,69.55687413127414,99.54410038610038,94.78264864864865,833.541725096525,394.37715984555985,17.805845559845558,174.05090038610038,111.51716756756757,206.61724633204634,398.31527722007723,855.4741621621621,301.10230424710426,96.44915675675676,280.37014980694977,207.05371274131272,183.5242054054054,51.99902084942085,248.92472895752897,287.621444015444,581.3831768339769,627.3411057915057,204.90113976833976,141.01832895752895,127.61682625482626,662.0699444015444,82.36319536679537,261.77072895752895,249.71830424710424,523.8688077220078,555.0166378378378,804.3976725868725,348.4886687258687,346.04842471042474,193.07686795366794,324.5722934362934,182.9389436293436,130.18602625482626,91.60834749034748,863.3404772200772,637.8956571428571,1099.3696077220077,726.3197837837838,200.8439861003861,529.126244015444,131.2474332046332,76.8577667953668,164.16096833976835,182.36360154440155,649.8290455598456,821.2016293436294,262.3857498069498,651.644349034749,171.11467181467182,143.94463783783786,862.7155366795367,533.8579366795366,315.5652138996139,497.6808231660232,105.40663783783785,1153.382325868726,306.151427027027,284.61577760617763,630.8229173745174,79.85351351351352,160.33196756756757,214.53315984555985,307.57986254826255,708.008033976834,914.6252803088803,54.1714332046332,2679.35816988417,361.96952895752895,59.85541621621622,103.5417359073359,47.604597683397685,139.0641498069498,108.01551660231661,106.99378841698842
2022-02-09,235.68788725868725,230.55108725868726,70.6657081081081,101.040261003861,95.07046640926642,858.6091783783784,393.4610301158301,17.5424694980695,168.90948725868728,109.69745482625483,204.83733745173745,401.0075644787645,862.8634007722007,302.5753698841699,92.71031505791505,281.2447583011583,199.15512432432433,183.44722625482626,53.74798455598456,244.30541467181467,287.8690486486487,586.7455258687258,632.6792277992278,202.27885405405405,140.3496725868726,129.60007567567567,667.3972525096525,83.76553976833976,264.1882023166023,253.08160772200773,524.826261003861,564.2645884169884,810.7714888030888,348.8363196911197,344.35401544401543,193.81999227799227,320.11783938223937,182.22748416988415,127.76550424710425,92.09548571428572,867.7423691119691,639.5018501930501,1119.5348185328185,732.0237498069497,196.79497297297297,524.9155104247104,127.96383629343629,74.26543474903475,163.28677374517375,183.09022857142855,640.7711752895752,812.387894980695,264.5055335907336,650.7175274131274,166.24192123552123,145.1691413127413,862.3279042471042,532.1942965250964,326.36529884169886,498.54726486486487,104.07474131274131,1146.1807289575288,305.6792664092664,284.54698687258684,629.3670826254826,80.0269806949807,162.78102702702702,225.6324525096525,308.0691675675676,729.4850996138996,902.0538131274132,54.214064864864866,2682.817757528958,356.29360463320467,57.784041698841705,102.87483243243243,46.231199999999994,139.30842934362934,111.43286023166023,109.07270888030888
2022-02-10,240.64062702702702,235.49551351351352,69.42433513513514,99.72003243243243,95.92315675675675,857.4594378378379,396.89742702702705,17.10081081081081,171.93997837837838,109.32622702702703,198.6668108108108,402.2804648648649,853.8707459459459,304.72157837837835,93.22668108108108,278.87704864864867,197.19961081081078,182.67631351351352,56.14022702702703,243.3569297297297,281.7024,606.4591891891891,631.669254054054,202.61238918918917,141.237827027027,131.2350918918919,662.0244324324324,83.08515675675676,261.1715135135135,248.09558918918918,519.0319135135135,576.4509837837838,806.246227027027,350.85907027027025,345.39672432432434,193.7992756756757,318.6698918918919,187.8016,124.04779459459459,92.2055891891892,865.4596432432432,632.383027027027,1130.7452648648648,753.3477189189189,199.26162162162163,537.8279351351351,126.49643243243243,71.44669189189189,165.2087027027027,184.66892972972974,650.0984756756757,836.9384648648648,264.65115675675673,653.8160432432433,170.3240756756757,146.34328648648648,845.9597621621622,535.4288648648649,329.36657297297296,503.8444108108108,104.9741945945946,1150.5326378378377,308.1417405405405,278.81756756756755,622.439772972973,81.12228108108108,162.87902702702704,221.63642162162162,309.4404108108108,722.0011891891892,908.8114378378378,54.17735135135135,2683.181654054054,351.13664864864865,58.99531891891892,103.4475135135135,47.32711351351352,140.17708108108107,115.96828108108109,107.90859459459459
2022-02-11,233.5391583011583,238.05831196911197,68.64951196911197,99.11415752895753,96.60682007722008,834.0415227799228,390.1635104247104,17.194586872586875,167.81322162162164,109.11377606177605,198.7238362934363,401.03524633204637,840.2256277992278,304.795111969112,93.74270733590734,279.64245405405404,194.1154888030888,181.29139922779922,57.86696988416988,244.49017760617758,289.27538687258686,593.7434548262548,629.9858779922779,200.31941467181466,139.39012355212355,130.0644138996139,658.8351243243243,84.01067027027027,264.08308725868727,252.27977142857142,533.7754749034749,577.9462378378378,794.2808988416989,354.079654054054,344.3872586872587,194.20468262548263,315.92451891891886,185.87992586872588,123.22622084942086,92.53363552123552,921.1640664092664,628.7569853281854,1162.641474903475,717.8814347490347,197.8418084942085,546.8473250965251,127.26967413127412,70.98837220077219,167.90241544401542,189.39812664092665,637.6367258687259,806.3517961389961,266.56069343629343,657.2098146718146,171.60891428571426,145.31655752895753,857.2120957528957,542.4272756756757,333.8128355212355,506.88849266409267,102.04764324324324,1146.4181096525097,309.97826409266406,279.7514687258687,623.7125791505791,79.6500833976834,160.44977606177605,222.33046795366795,299.85972046332046,741.4781559845559,895.5158872586873,53.16942857142857,2667.6881235521237,357.30054208494204,59.08595212355212,101.47283861003861,45.964549806949805,148.4284308880309,113.49418378378378,107.1217806949807
2022-02-14,244.61212355212353,231.14805405405406,66.8249806949807,99.6083552123552,96.75504247104246,798.9374749034748,395.0550193050193,17.318023166023167,164.49149806949805,110.39744401544402,202.64464864864863,402.5746872586872,830.5418764478763,298.864694980695,95.70486486486486,284.23155984555984,194.1936911196911,179.19398455598454,59.018,241.50122007722007,280.8333436293436,597.9869806949807,628.1449111969112,204.58648648648648,138.41538996138996,129.21147490347488,661.1858764478765,85.6984555984556,266.0912277992278,259.3047027027027,527.4269343629344,571.2966177606177,826.192555984556,364.3224633204633,349.84784555984555,194.86738996138996,308.01907335907333,183.58293436293437,121.14690347490347,92.14813127413127,903.1032046332045,633.7623706563706,1183.5600694980697,714.5963243243243,199.93003861003862,535.6500231660231,131.04433204633204,72.79910424710425,169.3064633204633,192.91564478764477,642.4709189189189,811.5594208494208,269.5290733590734,663.712247104247,172.65514285714286,146.8960694980695,850.2376602316602,548.4205791505791,331.5093667953668,510.43585328185327,101.88704247104246,1164.8946486486486,305.2846486486486,297.1309111969112,620.5757065637065,78.04999227799227,155.11915830115828,221.77571428571426,297.93340540540544,749.7772741312741,914.5065482625481,53.370818532818525,2679.8055675675673,361.24128185328186,60.49419305019305,103.06601544401543,47.58493436293436,145.34061776061773,114.13250965250965,107.46487258687259
2022-02-15,242.99079845559848,241.57449111969112,65.41755212355213,97.99262084942085,95.93253745173746,828.5794084942086,411.08568030888034,17.37204942084942,158.01235830115832,109.02595212355213,204.32461776061777,400.8347845559846,827.3314733590735,299.14787953667957,93.13953976833977,282.86529729729733,196.96576216216218,179.3956277992278,60.980449420849425,244.3179675675676,281.0330115830116,587.5694594594595,621.4617930501931,202.64089575289574,139.9073945945946,130.01305173745175,667.6849142857143,83.29471814671814,270.6434563706564,258.3919027027027,545.4070795366795,562.6305652509653,819.1604694980696,349.8081034749035,350.2934115830116,194.0242007722008,320.00622393822397,181.00011583011585,120.10880463320464,93.23858223938224,868.6519922779922,645.5192092664092,1168.7110625482626,734.9149436293436,202.2843428571429,551.7755104247104,133.3904,72.92497142857142,169.5111891891892,197.19355984555986,627.6420432432433,803.4028123552124,260.96700694980694,673.4689945945946,172.33389961389963,144.3841142857143,834.2050208494209,556.7870594594594,322.7001791505792,516.7342841698842,101.02332046332047,1152.1610656370656,296.1865096525097,297.3354023166023,606.308294980695,77.60968030888031,156.59605096525098,230.828383011583,287.4014424710425,756.1199366795366,894.4030347490348,52.53212664092664,2644.909380694981,346.49018069498067,59.82165250965251,101.56805405405406,49.74903320463321,145.2259752895753,115.07744710424711,107.9661976833977
2022-02-16,234.42972509652512,242.48926795366796,64.27831969111969,97.43729884169885,94.25902702702703,833.8953544401545,399.3137142857143,17.168608494208495,167.44838918918921,110.66524633204634,204.9440756756757,394.61066409266414,845.4203027027028,300.1140092664093,89.25894208494209,279.4601930501931,202.19155366795368,182.15160926640928,61.11985019305019,242.13282625482628,283.9850223938224,584.8218162162162,630.2186270270271,204.6074362934363,136.97262393822393,131.7151088803089,671.684677992278,84.0311305019305,273.4996957528958,270.6283598455598,543.7617127413129,549.2370532818534,825.1328293436294,346.4811335907336,345.79795366795366,192.38940694980695,318.6984833976834,179.7060231660232,114.27916911196913,93.89268416988418,878.2921482625483,629.8621853281853,1165.1881111969112,716.1606810810811,199.68656061776062,547.6033621621623,134.71515984555984,71.991322007722,167.91374362934363,196.94393976833976,633.2879861003861,801.1027181467182,262.0935613899614,670.4173297297298,178.16144247104248,144.52720772200772,833.1626687258688,565.8908015444015,322.57973745173746,525.0584247104247,99.80367567567568,1152.979983011583,306.50025637065636,306.975511969112,603.3270810810811,78.43697606177606,163.58693745173747,230.80590115830117,297.3317837837838,735.9828000000001,884.1338316602317,54.00091737451738,2670.411701930502,347.7781853281853,59.05050810810811,101.30865173745174,50.82264555984556,142.2499413127413,120.15055598455598,106.83349806949808
2022-02-17,228.26927876447877,238.5137806949807,64.39684015444016,99.57457915057915,95.31840926640926,844.414206949807,402.80193822393824,16.816820077220076,166.72308262548262,112.72911351351351,207.98813436293437,391.7457945945946,824.6081698841699,301.9999984555985,88.40955675675676,279.2641328185328,200.85162625482624,179.83802471042472,59.56658223938224,231.37727258687258,288.3109683397683,589.7269806949806,630.6060077220078,201.24754903474903,134.02975907335906,131.0702362934363,676.2954965250965,84.79676138996139,278.54157374517376,268.1486007722008,536.7426146718146,551.312572972973,824.2320432432433,348.35265791505793,351.5992247104247,192.47785945945947,314.51115830115833,186.1727891891892,111.6304277992278,94.63544247104247,860.0630548262548,608.4838223938224,1123.133945945946,722.6778501930502,199.7331444015444,561.1017637065637,132.9607675675676,67.90075675675675,172.2857976833977,199.3471196911197,623.380416988417,798.40797992278,260.8339274131274,672.0294285714286,176.5320694980695,145.68968494208494,824.5091891891892,575.0778378378378,322.47910424710426,519.975284942085,101.75215444015444,1207.2576386100386,302.0890810810811,320.3510193050193,608.2462687258687,79.54088648648649,162.08088803088805,236.8212108108108,288.59801235521235,740.019267953668,899.3385945945946,52.0539474903475,2676.5864633204633,346.1453884169884,60.78404478764479,100.13876911196911,51.014650193050194,141.86903011583013,121.23155521235522,104.87004633204634
2022-02-18,226.5950579150579,231.54254826254825,63.149766795366794,100.43405405405406,97.27755521235521,873.0737266409267,398.50055752895753,16.752202316602318,166.04767104247105,110.30924478764479,214.0581173745174,387.5567088803089,812.0118007722008,302.14323552123557,87.6992138996139,284.01563088803084,204.91515521235522,176.7837250965251,60.96297606177606,235.02558146718147,289.73492972972974,592.4718640926641,632.1012617760617,207.78469961389962,136.342938996139,128.53579922779923,687.869372972973,86.23475675675677,278.49423166023166,267.20405868725874,530.8756092664092,551.526433976834,797.8421884169884,348.2340555984556,341.9903227799228,190.3101637065637,327.1577467181467,183.67063166023166,109.93323552123552,95.12044942084941,871.4608447876449,611.2426424710425,1114.7487351351351,723.6100432432432,204.73704555984557,566.2996401544401,131.89019768339767,68.17641698841699,169.86713359073357,195.97009266409268,616.2495027027027,811.0124077220078,258.07099150579154,662.4392725868727,176.72435521235522,148.0289111969112,822.9259644787645,579.9745034749035,326.3463583011583,503.9513667953668,100.03825482625483,1183.8552803088803,299.02631660231657,333.26294980694985,617.8821745173746,77.98234285714285,162.91096216216215,233.13564015444018,285.9154671814672,737.7301806949806,928.5944633204634,53.33394594594594,2696.639508880309,341.3966239382239,61.61604478764479,99.0190718146718,49.73217297297297,147.1977328185328,119.08609266409266,106.01482316602316
2022-02-21,225.87145945945946,230.80751351351353,64.98972972972973,100.74891891891892,99.43329729729729,843.1947567567568,403.5100540540541,17.122864864864862,168.63697297297296,109.8,217.33475675675678,382.41064864864865,830.7111891891891,298.5076216216216,85.98032432432433,292.40432432432436,207.36372972972973,176.65929729729731,62.8234054054054,236.98994594594595,287.1912972972973,593.1277297297297,639.9262702702703,208.69913513513512,138.28864864864866,130.03881081081082,679.0783783783784,86.01989189189189,285.16345945945943,268.644,542.144918918919,544.598108108108,793.1912432432432,351.9436216216216,342.75405405405405,188.79664864864867,331.32891891891893,182.94064864864865,111.28378378378379,95.92167567567567,883.0986486486487,593.5332972972973,1100.482864864865,764.5937837837838,208.98600000000002,578.3987027027027,131.8984864864865,67.15605405405405,166.02551351351352,190.29032432432433,613.2874054054054,792.8549189189189,259.33572972972974,659.3242702702703,181.75362162162162,143.7192972972973,829.1977297297298,583.5227027027026,318.42989189189194,507.4639459459459,101.56005405405405,1161.3377837837838,302.31600000000003,350.41037837837837,615.8691891891892,75.3861081081081,159.61556756756758,242.95475675675678,281.5924864864865,728.6070810810811,952.0055675675675,54.05918918918919,2699.616,344.6532972972973,62.66513513513514,99.76962162162162,50.06286486486486,147.22102702702705,117.38708108108108,105.59594594594594
2022-02-22,226.10748262548262,230.33989034749035,63.861890347490345,101.09323397683399,98.71992123552123,837.858508108108,405.52003706563704,17.77017915057915,171.18507027027027,109.94371274131275,216.24834594594594,376.1898471042471,811.2774054054054,304.2586934362934,84.32182393822393,289.3463783783784,208.00108416988417,178.0676772200772,65.25621158301158,234.81951814671814,288.110277992278,579.2959737451737,651.049128957529,211.6896077220077,138.0081359073359,133.68672895752894,647.7759351351351,86.73469189189188,286.1424061776062,271.5168664092664,547.9979119691119,530.870505019305,798.2538517374518,354.86958764478766,347.0772108108108,186.48304864864866,333.88554749034745,182.64619305019303,110.58648494208494,96.25760926640928,894.8377915057914,582.8361652509652,1108.7622687258688,777.2203675675676,207.33853436293435,557.2736092664093,132.8956247104247,68.60851583011582,168.1788741312741,191.84277992277993,600.418457142857,798.4021837837838,260.08541003861,647.785823938224,180.3223243243243,138.75968494208493,838.6792787644788,581.1847351351352,323.9077451737452,507.1769328185328,99.34291583011583,1117.9489667953667,299.90762007722003,349.7867428571429,613.6101204633204,75.04612664092664,151.00202316602315,238.8343722007722,285.1733034749035,729.5167814671814,941.8788277992278,53.903865637065635,2634.673806949807,335.11175907335905,61.27102393822394,103.55554594594594,49.236350579150574,142.69542857142858,117.38009266409267,106.89796138996138
2022-02-23,217.0902857142857,231.59262857142858,64.15828571428573,100.18182857142857,96.37582857142857,836.5489142857143,419.98468571428566,18.229257142857143,166.5742857142857,111.84697142857142,217.0210857142857,375.54839999999996,786.3986857142856,297.6984,83.8802857142857,290.22479999999996,209.43874285714287,176.0546857142857,63.456399999999995,234.61765714285715,280.41817142857144,588.9809714285714,650.4997714285714,212.8592,139.33914285714283,133.80314285714286,632.3693714285714,88.93188571428571,288.7518285714285,276.7011428571428,545.1773714285714,541.7371428571429,796.146,356.77542857142856,347.6509142857143,188.60954285714286,323.9746285714286,178.9709714285714,115.10925714285713,96.14845714285714,904.3055999999999,580.4693714285713,1113.259942857143,772.7959428571429,209.99234285714283,559.442457142857,129.5424,69.27908571428571,166.9894857142857,191.85205714285712,611.8664,802.8089714285715,257.07800000000003,652.7042857142857,176.91474285714287,139.0129142857143,844.586,575.783542857143,321.48342857142853,508.5409142857142,98.03662857142857,1098.1941142857142,291.65822857142854,351.25919999999996,621.3467999999999,72.9368,145.47817142857141,242.51634285714283,279.26154285714284,739.0955428571428,947.5259428571428,54.09462857142857,2556.534685714286,339.0898857142857,63.9408,104.9665142857143,48.805771428571425,142.67062857142855,110.36411428571428,105.72771428571428
2022-02-24,225.08667799227797,229.5140942084942,65.53168957528958,104.11345945945945,96.58289884169884,845.5574362934362,432.67122625482625,18.48050965250965,168.40982084942084,110.42845714285713,219.24604633204632,376.52803088803086,817.9552633204632,291.3299166023166,80.33586254826255,290.3713019305019,208.81987644787645,179.8637837837838,59.42422702702703,244.2589714285714,269.75614517374515,602.5436756756757,633.3873498069497,212.13055598455597,139.3549019305019,131.22150115830115,644.4954208494208,90.77191505791505,295.71780231660233,287.4559274131274,545.5505745173745,535.9841930501931,800.5223119691119,357.2667938223938,344.9728077220077,190.98173745173744,314.3267861003861,181.5042996138996,109.58843397683397,98.13447104247103,881.8563196911197,585.911216988417,1129.6829189189189,752.9374702702702,206.57652046332046,570.2472555984556,127.27833359073358,69.42544401544401,168.12322471042472,196.91131274131274,604.9846841698841,798.7137915057915,262.92725096525095,654.6349945945946,173.85514749034746,137.41790733590733,828.1244849420849,568.0829606177606,326.00804942084943,515.8928154440154,97.68975289575289,1101.705206177606,292.71348416988417,357.9981081081081,623.7122594594595,70.59159382239383,142.5272247104247,239.3967196911197,280.5677374517374,740.6434841698842,986.6417976833976,55.095637065637064,2528.3906687258686,346.1389575289575,61.63793513513513,106.50505482625482,48.15803397683397,142.78417297297295,110.58657915057915,104.9040694980695
2022-02-25,224.01849420849422,232.5544138996139,65.47168957528957,102.42115675675676,95.1300586872587,834.1292818532819,423.0220015444016,18.998349034749037,169.70080154440157,111.09538996138997,221.3707783783784,368.4474409266409,802.9889822393823,284.8863196911197,79.03629343629345,287.03017915057916,208.3594285714286,177.9600942084942,60.51216216216216,247.93685250965254,270.56099150579155,587.1309853281854,641.0930146718147,205.66231505791507,145.59473204633207,135.9621837837838,658.4612401544402,90.09149498069499,288.6010254826255,293.6099505791506,542.3766841698842,524.5441204633205,807.6718826254827,361.1563428571429,353.2724725868726,193.60928030888033,318.13096061776065,182.03046332046333,111.60912586872587,97.8271722007722,863.7678918918918,596.1411227799227,1164.3527953667954,754.3520231660232,201.97724787644788,566.2752833976834,127.4559027027027,69.2456725868726,170.8468277992278,195.8716942084942,603.3037868725869,797.92077992278,261.48169729729733,642.4860293436294,172.35839691119693,141.2180972972973,816.0200911196912,567.9152864864866,332.9305065637066,503.530345945946,97.89632895752897,1138.6857590733591,290.45837837837837,355.78187490347494,617.5797173745174,72.97025791505791,138.67905637065638,237.84984555984556,286.06198455598457,737.6062084942085,1011.2792540540541,53.50757065637065,2500.135311196911,340.191966023166,60.95674131274132,104.8317637065637,48.05406640926641,144.764850965251,109.50478455598457,104.00188262548262
2022-02-28,219.98800000000003,231.36566795366795,65.15492664092665,102.89283397683398,96.08796138996141,813.7106640926642,429.40820077220076,18.42945173745174,175.79089575289578,112.22607722007722,233.2718223938224,377.3988262548263,801.8194208494209,285.1330501930502,79.68318146718148,280.97506563706565,211.51400772200773,177.64766795366796,61.56977606177607,245.6667644787645,270.91096525096526,590.9078764478764,639.6185173745174,207.51404633204635,144.857861003861,136.7690501930502,669.0997142857143,90.16209266409267,290.40707335907337,291.05891891891895,540.2713281853282,513.0222084942086,808.041583011583,363.3940231660232,355.4928648648649,191.6030888030888,325.36969884169883,180.6896138996139,110.91250965250966,98.86324324324325,874.0261312741313,590.6708416988416,1142.9914362934362,750.5409034749034,198.49684942084943,572.043861003861,129.42097297297298,70.4487027027027,168.72923552123552,194.61540540540543,600.9225945945947,818.7970347490348,263.11844787644793,640.1320926640926,173.28227799227798,140.51222393822397,796.792308880309,555.5501930501931,337.0436602316602,495.0075675675676,98.10275675675676,1145.5691891891893,297.7551505791506,354.900277992278,610.5521312741314,74.01410038610038,139.62334362934365,236.14586872586872,288.5503011583012,751.0149729729729,1003.970555984556,55.28835521235521,2493.358648648649,333.4980154440155,61.66854054054054,105.41132818532819,47.910648648648646,139.7616138996139,106.26070270270272,104.11751351351352
2022-03-01,226.67257760617764,223.27614208494208,65.21353667953667,103.34444942084943,92.99716911196911,793.8081961389962,434.4179258687259,18.147233976833977,179.51741467181466,112.72414054054055,240.42616679536678,381.59545482625487,796.1086888030889,282.1312355212355,81.9982471042471,280.82795212355217,204.9413142857143,176.20983938223938,59.753569111969114,246.35018223938224,271.75433513513514,578.4011212355213,636.5157127413128,207.62686795366795,150.30214517374517,136.24248185328187,693.2579073359074,93.20450965250966,292.3501621621622,292.7549698841699,540.1813482625483,522.0341142857143,826.7654687258688,367.84186563706567,357.2576247104247,190.52621003861003,330.0269003861004,183.0125837837838,113.51400926640927,98.06220231660231,856.4151660231661,585.9739876447877,1139.168423166023,724.8526563706564,205.6916895752896,585.3717127413128,129.9136586872587,70.48591042471043,166.84989498069498,190.59532355212355,600.5766857142858,797.6094393822394,261.91059613899614,640.4058162162163,175.86427181467184,140.6163799227799,817.9288123552124,547.4481405405406,337.4911598455599,488.8398810810811,97.97334208494209,1148.2124200772203,306.01489111969113,351.7186702702703,608.2186656370657,75.42258996138996,138.8391752895753,241.6307166023166,283.9084401544402,743.3257111969112,977.0873606177606,57.47282316602317,2507.31978996139,337.0073652509652,62.18241544401544,105.63506872586872,48.65591351351352,140.48802625482625,103.69001698841699,105.92139613899614
2022-03-02,219.62338378378377,222.87070270270272,64.78845405405406,104.26953513513514,94.27095135135136,811.4941405405406,444.66554594594595,18.289610810810814,179.43164324324323,109.55012972972973,235.04074594594596,379.1466918918919,814.7217189189189,281.7073837837838,79.73204324324324,280.1478810810811,199.8236216216216,174.31884324324326,59.182140540540544,248.19781621621624,272.6760864864865,589.2847459459459,659.9164000000001,204.23563243243242,151.1928,137.8087135135135,698.9631891891892,89.06931891891891,294.76575135135135,296.05875675675674,527.3389297297297,512.0893621621623,804.130918918919,364.578172972973,358.4586054054054,188.19644324324324,343.13994594594595,178.22747027027026,116.47905945945946,97.56762162162161,844.2042162162162,574.607654054054,1171.087827027027,722.7209297297297,210.2268864864865,587.8436864864866,134.0580108108108,67.60148108108108,170.28190270270272,190.64427027027028,609.262172972973,792.7110162162162,258.1964,641.9426378378379,176.96407567567567,142.7635891891892,818.2848864864865,538.926627027027,338.1455891891892,496.1686162162162,97.4787891891892,1158.1775135135135,302.4053405405405,334.97723243243246,618.6290594594594,73.48416216216216,133.28812972972972,231.38874594594597,276.1800324324324,760.2575675675675,957.2681621621622,57.27717837837838,2507.561902702703,336.29984864864866,62.65647567567567,103.11471351351352,47.9399027027027,141.7963027027027,104.08200000000001,103.1541945945946
2022-03-03,209.9440200772201,213.04231505791506,63.49531274131274,106.51622393822394,94.84334826254826,801.3335413127413,447.5753513513514,18.204949806949806,180.35234285714287,109.7329250965251,233.24043552123553,371.9631397683398,815.8185637065636,289.2761590733591,79.440677992278,275.40290193050197,203.47114903474903,179.87871814671817,59.35109652509652,247.41957528957528,278.97482162162163,600.0233050193051,671.0078084942085,204.65521081081081,148.95497142857144,137.50904092664095,712.1243536679538,86.28850193050194,292.27578223938224,302.0837606177606,539.3993420849421,508.80121235521233,785.4276447876448,367.5919783783784,363.329355984556,186.9337528957529,331.83331274131274,176.13905637065636,114.6862501930502,96.55037065637065,837.1612772200772,575.5724293436294,1196.2082764478764,716.9000694980695,208.7106223938224,569.2870347490348,135.48626872586874,66.56400617760617,172.4585976833977,189.99257915057916,595.0107768339768,778.8265003861003,258.03666254826254,657.4404339768339,182.79940386100387,143.439216988417,820.5745451737452,548.0627274131275,338.5035274131274,503.4926687258687,95.06042625482625,1132.722830888031,304.02759536679537,330.00788416988416,622.4514084942085,74.73403243243243,136.49272123552126,225.81044787644788,277.36647104247106,748.3270424710424,918.4865868725869,57.8710193050193,2486.3323861003864,334.8724046332046,61.90669652509653,101.21754749034748,49.286571428571435,139.03845405405406,104.02969420849422,103.74354594594595
2022-03-04,217.59202007722007,215.11613281853283,64.39279691119691,106.53220077220077,92.40682007722009,793.0730501930502,453.7186702702703,18.43598918918919,179.29961235521236,110.32987644787644,239.19438301158303,371.1266223938224,823.4544555984555,282.72462393822394,82.11857142857143,279.25246332046333,207.3136355212355,176.92236602316603,59.19442007722007,247.21389034749035,279.88376525096527,611.4652401544402,675.0886378378378,200.95129575289576,148.60255598455598,132.82000772200772,714.5055521235521,88.38227027027027,297.32348108108107,310.81755984555986,535.758328957529,509.25351196911197,776.649335907336,362.9196972972973,367.76296679536676,186.2242054054054,323.41400617760615,176.50807413127413,113.98945482625483,96.9541667953668,822.8724741312742,573.1728324324325,1190.7636741312742,695.6848633204633,213.98176216216217,576.6548571428572,137.77178223938222,67.43093745173745,174.19001235521236,194.66786872586871,576.1616525096525,814.8825590733591,263.24304092664096,651.2273976833977,176.63630733590733,146.72837837837838,832.2630903474903,543.4621853281853,346.278972972973,500.36596447876445,92.82111196911197,1116.7928432432434,301.24938996138997,334.73798455598455,621.9606347490347,75.00656061776063,134.36867027027026,231.92454671814673,279.005861003861,755.7670517374517,910.9884138996139,58.375700386100384,2516.024251737452,333.8403521235521,63.96864092664092,101.50151351351352,51.11572818532819,138.08743320463321,103.04031196911197,102.21172818532818
2022-03-07,229.5937528957529,210.92687258687258,63.26820077220077,107.07077992277992,92.85121235521235,803.5238996138996,444.29738996138997,18.933127413127412,180.1210965250965,111.98155984555984,234.77077992277992,370.8526332046332,832.70261003861,274.0767413127413,83.14798455598455,280.0130656370656,209.6548030888031,180.94942084942085,57.391042471042475,239.0898996138996,282.32054054054055,605.9685482625482,671.5935289575289,206.85427799227799,146.92895752895754,134.9182548262548,720.5534131274131,88.92653281853282,291.53071814671813,308.6592818532818,529.2992432432433,509.0546023166023,753.1440308880309,364.28520463320467,367.7168339768339,190.95833976833978,327.2768571428571,170.25023166023166,113.53959845559845,95.13896525096526,824.6461698841698,564.7298301158302,1202.5987258687258,695.3979922779923,214.10211583011582,564.483305019305,137.6694749034749,68.15925868725868,179.41110424710425,197.17077220077218,574.2654208494208,799.6879691119691,268.65318918918916,654.2677451737452,175.85128185328188,148.00380694980694,861.2699382239382,547.6998764478764,345.73665637065636,487.76469498069497,90.50429343629344,1140.3856525096526,311.43022393822395,346.5452586872587,626.2822162162162,75.70292664092663,139.4937606177606,234.62286486486488,282.5374826254826,735.482972972973,884.6799613899614,59.166023166023166,2554.3747181467184,329.08142084942085,63.11042471042471,100.03002316602316,50.99125096525096,138.29071814671815,106.52842471042472,100.96681853281854
